rank,phd_school,phd_country,n,n_dest,score,D,T,R,I,is_prestigious,retention_rate,uplift,intl_rate,self_ret,pct_tenure_track,pct_permanent_research,pct_industry_senior,pct_government,pct_industry_entry,pct_postdoc,pct_further_education,pct_unknown
1,princeton university,us,105,86,100.0,0.5507418690881177,0.7690672741159553,1.0,0.6285714285714286,True,0.38095238095238093,-0.21706090111088172,0.26666666666666666,0.0,53.3,4.8,1.0,1.9,0.0,21.0,5.7,12.4
2,university of chicago,us,76,57,96.53,0.5382175146414606,0.7524313465051501,1.0,0.6447368421052632,True,0.40789473684210525,-0.1509447391648575,0.2236842105263158,0.0,52.6,1.3,0.0,0.0,0.0,26.3,2.6,17.1
3,new york university courant institute of mathematical sciences,us,19,18,88.07,0.4429183067600175,0.7316258785767799,1.0,0.8105263157894738,True,0.6842105263157895,0.04513231099723636,0.2631578947368421,0.0,47.4,0.0,0.0,5.3,0.0,26.3,0.0,21.1
4,brown university,us,104,87,87.83,0.5240839725210819,0.7389791069717292,1.0,0.573076923076923,True,0.28846153846153844,-0.2538446017399898,0.25,0.0,48.1,1.9,1.0,0.0,1.0,28.8,3.8,15.4
5,rutgers the state university of new jersey,us,16,16,87.82,0.4272724882470652,0.7148169240137338,1.0,0.8875,True,0.8125,0.19167370632845154,0.125,0.0,37.5,6.2,6.2,0.0,0.0,37.5,6.2,6.2
6,harvard university,us,83,68,87.42,0.5200813925529998,0.749838924898004,1.0,0.5518072289156627,True,0.25301204819277107,-0.29173554796938084,0.30120481927710846,0.0,53.0,1.2,1.2,0.0,0.0,15.7,7.2,21.7
7,university of michigan–ann arbor,us,15,15,86.76,0.43329507492627245,0.7209545504141261,1.0,0.84,True,0.7333333333333333,0.10346668472770482,0.0,0.0,46.7,6.7,0.0,0.0,0.0,33.3,13.3,0.0
8,"university of california, irvine",us,18,16,86.66,0.43089369096091773,0.7258791911709057,1.0,0.8333333333333333,True,0.7222222222222222,-0.0059128176416076705,0.16666666666666666,0.0,50.0,0.0,0.0,0.0,0.0,22.2,5.6,22.2
9,rutgers university new brunswick,us,19,18,86.16,0.40168069628872927,0.7790617760126773,1.0,0.7789473684210526,True,0.631578947368421,-0.020270620240824044,0.42105263157894735,0.0,68.4,0.0,5.3,0.0,0.0,15.8,5.3,5.3
10,"university of california, los angeles",us,23,22,84.74,0.43681346456703457,0.7461257968487075,1.0,0.7391304347826086,True,0.5652173913043478,-0.05629450509359568,0.21739130434782608,0.0,52.2,0.0,4.3,0.0,0.0,17.4,0.0,26.1
